t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,7.663081096165314e-5,-0.0021873162191621276,7.663081096165314e-5,-0.0021873162191621276,7.663081096165314e-5,-0.0021873162191621276,5.080076630810962,1.6651399940121956,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.74,0.2638563430399339,-0.02905830720163527,0.2638563430399339,-0.02905830720163527,0.2638563430399339,-0.02905830720163527,5.343856343039934,1.6382690030297224,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.75,0.26256719123219074,-0.02037159682810108,0.26256719123219074,-0.02037159682810108,0.26256719123219074,-0.02037159682810108,5.342567191232191,1.6469557134032566,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.76,0.25890389847681217,-0.010901585758098298,0.25890389847681217,-0.010901585758098298,0.25890389847681217,-0.010901585758098298,5.338903898476812,1.6564257244732594,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.77,0.2535086009261933,-0.0011676291291013996,0.2535086009261933,-0.0011676291291013996,0.2535086009261933,-0.0011676291291013996,5.333508600926193,1.6661596811022563,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.78,0.2469852272054105,0.00838752333562054,0.2469852272054105,0.00838752333562054,0.2469852272054105,0.00838752333562054,5.326985227205411,1.6757148335669783,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.79,0.23988574523041173,0.01740109133283374,0.23988574523041173,0.01740109133283374,0.23988574523041173,0.01740109133283374,5.319885745230412,1.6847284015641915,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.8,0.2326957783204664,0.025590653638929206,0.2326957783204664,0.025590653638929206,0.2326957783204664,0.025590653638929206,5.3126957783204665,1.692917963870287,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.81,0.22582702341205518,0.03275126914912563,0.22582702341205518,0.03275126914912563,0.22582702341205518,0.03275126914912563,5.305827023412055,1.7000785793804833,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.82,0.21961177868468074,0.03875236353036304,0.21961177868468074,0.03875236353036304,0.21961177868468074,0.03875236353036304,5.299611778684681,1.7060796737617208,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.83,0.21430201950074146,0.043529639034610934,0.21430201950074146,0.043529639034610934,0.21430201950074146,0.043529639034610934,5.2943020195007415,1.7108569492659687,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.84,0.2100706803237271,0.04707667375556568,0.2100706803237271,0.04707667375556568,0.2100706803237271,0.04707667375556568,5.290070680323727,1.7144039839869234,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.85,0.2070167328786381,0.049437701815378876,0.2070167328786381,0.049437701815378876,0.2070167328786381,0.049437701815378876,5.287016732878638,1.7167650120467366,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.86,0.20517173503396435,0.05069756022401606,0.20517173503396435,0.05069756022401606,0.20517173503396435,0.05069756022401606,5.285171735033964,1.7180248704553738,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.87,0.20450875749635244,0.05097281988067737,0.20450875749635244,0.05097281988067737,0.20450875749635244,0.05097281988067737,5.2845087574963525,1.718300130112035,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.88,0.20495096239596577,0.05040189912423143,0.20495096239596577,0.05040189912423143,0.20495096239596577,0.05040189912423143,5.284950962395966,1.7177292093555891,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.89,0.20638286791902516,0.04913765974527684,0.20638286791902516,0.04913765974527684,0.20638286791902516,0.04913765974527684,5.286382867919025,1.7164649699766346,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.9,0.20866017678740256,0.04733918512474222,0.20866017678740256,0.04733918512474222,0.20866017678740256,0.04733918512474222,5.288660176787403,1.7146664953561,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.91,0.21162015186937388,0.04516413702264899,0.21162015186937388,0.04516413702264899,0.21162015186937388,0.04516413702264899,5.291620151869374,1.7124914472540067,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.92,0.21509048336537884,0.042763211528052514,0.21509048336537884,0.042763211528052514,0.21509048336537884,0.042763211528052514,5.295090483365379,1.7100905217594102,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.93,0.21889806037172388,0.04027523151165058,0.21889806037172388,0.04027523151165058,0.21889806037172388,0.04027523151165058,5.298898060371724,1.7076025417430083,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.94,0.22287603360948793,0.037823806006424876,0.22287603360948793,0.037823806006424876,0.22287603360948793,0.037823806006424876,5.302876033609488,1.7051511162377826,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.95,0.22686940599152994,0.035513540661131326,0.22686940599152994,0.035513540661131326,0.22686940599152994,0.035513540661131326,5.30686940599153,1.702840850892489,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.96,0.23073969966090413,0.03342953320812381,0.23073969966090413,0.03342953320812381,0.23073969966090413,0.03342953320812381,5.310739699660904,1.7007568434394815,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.97,0.23436830557905086,0.03163608958459352,0.23436830557905086,0.03163608958459352,0.23436830557905086,0.03163608958459352,5.314368305579051,1.6989633998159512,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.98,0.23765850347741768,0.03017766663022603,0.23765850347741768,0.03017766663022603,0.23765850347741768,0.03017766663022603,5.317658503477418,1.6975049768615837,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.99,0.24053560217614756,0.029079611939632377,0.24053560217614756,0.029079611939632377,0.24053560217614756,0.029079611939632377,5.320535602176148,1.69640692217099,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.0,0.24294735583594118,0.028349909297082032,0.24294735583594118,0.028349909297082032,0.24294735583594118,0.028349909297082032,5.322947355835941,1.6956772195284397,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.01,0.24486261782154717,0.02798129746724709,0.24486261782154717,0.02798129746724709,0.24486261782154717,0.02798129746724709,5.324862617821547,1.6953086076986048,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.02,0.24627001260109882,0.02795375302263481,0.24627001260109882,0.02795375302263481,0.24627001260109882,0.02795375302263481,5.326270012601099,1.6952810632539925,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.03,0.2471753439647273,0.028236984727440406,0.2471753439647273,0.028236984727440406,0.2471753439647273,0.028236984727440406,5.327175343964727,1.6955642949587981,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.04,0.24759907490063604,0.028793179021227466,0.24759907490063604,0.028793179021227466,0.24759907490063604,0.028793179021227466,5.327599074900636,1.6961204892525852,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.05,0.2475737621244436,0.02957927575304975,0.2475737621244436,0.02957927575304975,0.2475737621244436,0.02957927575304975,5.327573762124444,1.6969065859844075,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.06,0.2471414398122027,0.03054946838488326,0.2471414398122027,0.03054946838488326,0.2471414398122027,0.03054946838488326,5.327141439812203,1.697876778616241,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.07,0.24635071094679262,0.03165740183455723,0.24635071094679262,0.03165740183455723,0.24635071094679262,0.03165740183455723,5.326350710946793,1.698984712065915,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.08,0.24525406644588355,0.032857627954456126,0.24525406644588355,0.032857627954456126,0.24525406644588355,0.032857627954456126,5.325254066445884,1.7001849381858138,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.09,0.24390578416889586,0.03410750419079811,0.24390578416889586,0.03410750419079811,0.24390578416889586,0.03410750419079811,5.323905784168896,1.7014348144221558,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.1,0.24235972490494184,0.035368182751300825,0.24235972490494184,0.035368182751300825,0.24235972490494184,0.035368182751300825,5.322359724904942,1.7026954929826585,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.11,0.24066780172841273,0.03660549540798996,0.24066780172841273,0.03660549540798996,0.24066780172841273,0.03660549540798996,5.320667801728413,1.7039328056393477,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.12,0.23887831022149264,0.03779045632620037,0.23887831022149264,0.03779045632620037,0.23887831022149264,0.03779045632620037,5.318878310221493,1.705117766557558,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.13,0.2370349670760703,0.03889957108810549,0.2370349670760703,0.03889957108810549,0.2370349670760703,0.03889957108810549,5.31703496707607,1.7062268813194632,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.14,0.23517624423380834,0.03991496815598072,0.23517624423380834,0.03991496815598072,0.23517624423380834,0.03991496815598072,5.315176244233808,1.7072422783873384,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.15,0.23333469283803332,0.04082390638781086,0.23333469283803332,0.04082390638781086,0.23333469283803332,0.04082390638781086,5.313334692838033,1.7081512166191686,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.16,0.231536980612006,0.04161861314344173,0.231536980612006,0.04161861314344173,0.231536980612006,0.04161861314344173,5.311536980612006,1.7089459233747994,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.17,0.22980440418522274,0.04229624029767609,0.22980440418522274,0.04229624029767609,0.22980440418522274,0.04229624029767609,5.309804404185223,1.7096235505290338,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.18,0.2281522442375543,0.04285737101210607,0.2281522442375543,0.04285737101210607,0.2281522442375543,0.04285737101210607,5.308152244237554,1.7101846812434638,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
