t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,5.600826524610178,0.9131017557795497,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.75,0.9200232867001636,-1.3327137845408026,0.9200232867001636,-1.3327137845408026,0.9200232867001636,-1.3327137845408026,6.520023286700163,-0.4136056005984169,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.76,0.8872304846439141,-1.3396552419563337,0.8872304846439141,-1.3396552419563337,0.8872304846439141,-1.3396552419563337,6.487230484643914,-0.42054705801394787,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.77,0.8503321353561404,-1.34658270008614,0.8503321353561404,-1.34658270008614,0.8503321353561404,-1.34658270008614,6.45033213535614,-0.4274745161437541,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.78,0.8096925820154608,-1.3534426419002763,0.8096925820154608,-1.3534426419002763,0.8096925820154608,-1.3534426419002763,6.40969258201546,-0.4343344579578907,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.79,0.7657036412873746,-1.3601883405085249,0.7657036412873746,-1.3601883405085249,0.7657036412873746,-1.3601883405085249,6.365703641287374,-0.4410801565661393,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.8,0.7187821469012414,-1.3667804766472325,0.7187821469012414,-1.3667804766472325,0.7187821469012414,-1.3667804766472325,6.318782146901241,-0.44767229270484676,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.81,0.669368029969375,-1.3731872322170484,0.669368029969375,-1.3731872322170484,0.669368029969375,-1.3731872322170484,6.269368029969375,-0.4540790482746626,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.82,0.6179197173999924,-1.3793841468025345,0.6179197173999924,-1.3793841468025345,0.6179197173999924,-1.3793841468025345,6.217919717399992,-0.4602759628601488,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.83,0.5649101847324713,-1.3853537332410237,0.5649101847324713,-1.3853537332410237,0.5649101847324713,-1.3853537332410237,6.164910184732471,-0.46624554929863804,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.84,0.5108233491525862,-1.3910850561086905,0.5108233491525862,-1.3910850561086905,0.5108233491525862,-1.3910850561086905,6.110823349152586,-0.4719768721663049,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.85,0.4561479376163682,-1.396572927723338,0.4561479376163682,-1.396572927723338,0.4561479376163682,-1.396572927723338,6.056147937616368,-0.4774647437809524,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.86,0.40137278786940556,-1.4018173983666111,0.40137278786940556,-1.4018173983666111,0.40137278786940556,-1.4018173983666111,6.001372787869405,-0.48270921442422543,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.87,0.3469812026460666,-1.4068228098188986,0.3469812026460666,-1.4068228098188986,0.3469812026460666,-1.4068228098188986,5.946981202646066,-0.48771462587651304,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.88,0.2934465442214442,-1.4115971686375977,0.2934465442214442,-1.4115971686375977,0.2934465442214442,-1.4115971686375977,5.893446544221444,-0.49248898469521196,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.89,0.24122542418626658,-1.4161511482726945,0.24122542418626658,-1.4161511482726945,0.24122542418626658,-1.4161511482726945,5.841225424186266,-0.4970429643303088,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.9,0.19075375436740583,-1.4204975022515178,0.19075375436740583,-1.4204975022515178,0.19075375436740583,-1.4204975022515178,5.7907537543674055,-0.5013893183091321,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.91,0.14244157384916,-1.424650013864835,0.14244157384916,-1.424650013864835,0.14244157384916,-1.424650013864835,5.74244157384916,-0.5055418299224493,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.92,0.09666892377256531,-1.4286229092879699,0.09666892377256531,-1.4286229092879699,0.09666892377256531,-1.4286229092879699,5.696668923772565,-0.5095147253455842,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.93,0.05378167863080563,-1.4324301076416872,0.05378167863080563,-1.4324301076416872,0.05378167863080563,-1.4324301076416872,5.653781678630805,-0.5133219236993015,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.94,0.014088767852988404,-1.436084677168324,0.014088767852988404,-1.436084677168324,0.014088767852988404,-1.436084677168324,5.614088767852988,-0.5169764932259383,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.95,-0.022141285391408694,-1.439598133604313,-0.022141285391408694,-1.439598133604313,-0.022141285391408694,-1.439598133604313,5.577858714608591,-0.5204899496619273,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.96,-0.05468180310617132,-1.4429802054859926,-0.05468180310617132,-1.4429802054859926,-0.05468180310617132,-1.4429802054859926,5.545318196893828,-0.5238720215436069,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.97,-0.08334984119563416,-1.4462383149941829,-0.08334984119563416,-1.4462383149941829,-0.08334984119563416,-1.4462383149941829,5.5166501588043655,-0.5271301310517971,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.98,-0.10800689464052482,-1.4493774747767922,-0.10800689464052482,-1.4493774747767922,-0.10800689464052482,-1.4493774747767922,5.491993105359475,-0.5302692908344065,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
0.99,-0.12855898695559276,-1.4524002348871283,-0.12855898695559276,-1.4524002348871283,-0.12855898695559276,-1.4524002348871283,5.471441013044407,-0.5332920509447425,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.0,-0.1449564455060992,-1.4553065714150395,-0.1449564455060992,-1.4553065714150395,-0.1449564455060992,-1.4553065714150395,5.4550435544939,-0.5361983874726538,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.01,-0.15719290907994488,-1.4580940756222036,-0.15719290907994488,-1.4580940756222036,-0.15719290907994488,-1.4580940756222036,5.442807090920055,-0.538985891679818,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.02,-0.16530388951325925,-1.4607580564709468,-0.16530388951325925,-1.4607580564709468,-0.16530388951325925,-1.4607580564709468,5.43469611048674,-0.5416498725285612,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.03,-0.16936489056775006,-1.4632918917272564,-0.16936489056775006,-1.4632918917272564,-0.16936489056775006,-1.4632918917272564,5.43063510943225,-0.5441837077848706,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.04,-0.16948897811401498,-1.4656873106008712,-0.16948897811401498,-1.4656873106008712,-0.16948897811401498,-1.4656873106008712,5.430511021885985,-0.5465791266584854,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.05,-0.16582413273031005,-1.467934828138778,-0.16582413273031005,-1.467934828138778,-0.16582413273031005,-1.467934828138778,5.43417586726969,-0.5488266441963924,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.06,-0.15855040961796973,-1.470023987168797,-0.15855040961796973,-1.470023987168797,-0.15855040961796973,-1.470023987168797,5.44144959038203,-0.5509158032264113,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.07,-0.1478765577585106,-1.4719439570406638,-0.1478765577585106,-1.4719439570406638,-0.1478765577585106,-1.4719439570406638,5.452123442241489,-0.5528357730982781,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.08,-0.13403675723209396,-1.4736836866263592,-0.13403675723209396,-1.4736836866263592,-0.13403675723209396,-1.4736836866263592,5.465963242767906,-0.5545755026839735,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.09,-0.11728715522062494,-1.4752325982002175,-0.11728715522062494,-1.4752325982002175,-0.11728715522062494,-1.4752325982002175,5.482712844779375,-0.5561244142578317,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.1,-0.09790173081958553,-1.4765807339750467,-0.09790173081958553,-1.4765807339750467,-0.09790173081958553,-1.4765807339750467,5.502098269180414,-0.557472550032661,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.11,-0.07616951826576379,-1.4777190790805297,-0.07616951826576379,-1.4777190790805297,-0.07616951826576379,-1.4777190790805297,5.523830481734236,-0.5586108951381441,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.12,-0.052390488012244774,-1.4786399736412883,-0.052390488012244774,-1.4786399736412883,-0.052390488012244774,-1.4786399736412883,5.547609511987755,-0.5595317896989026,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.13,-0.026872115266449725,-1.479337211736466,-0.026872115266449725,-1.479337211736466,-0.026872115266449725,-1.479337211736466,5.57312788473355,-0.5602290277940803,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.14,7.40492277291338e-5,-1.47980632753323,7.40492277291338e-5,-1.47980632753323,7.40492277291338e-5,-1.47980632753323,5.600074049227729,-0.5606981435908444,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.15,0.02813569025715168,-1.4800446086835675,0.02813569025715168,-1.4800446086835675,0.02813569025715168,-1.4800446086835675,5.628135690257151,-0.5609364247411818,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.16,0.057002693672122184,-1.4800512734061875,0.057002693672122184,-1.4800512734061875,0.057002693672122184,-1.4800512734061875,5.657002693672122,-0.5609430894638019,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.17,0.0863705298445927,-1.479827413224052,0.0863705298445927,-1.479827413224052,0.0863705298445927,-1.479827413224052,5.686370529844592,-0.5607192292816664,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
1.18,0.1159423992443136,-1.479375978159056,0.1159423992443136,-1.479375978159056,0.1159423992443136,-1.479375978159056,5.715942399244313,-0.5602677942166705,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
